address,zip,units,list_price,rent,rent_estimate_beds,rent_estimate_sqft,beds,sqft,year_built,baths,mortgage,dp+close,1yr CF,1yr growth,3yr growth,5yr growth,unemploy %,family %,college %,poverty %,vacancy,med_age,price_to_rent,price_to_rent_est_sqft,price_to_rent_est_beds
"1911 Goshawk Lane, Madison, WI",53593,1,459900,NA,1420,2232.37996,3,2244,2019,2.5,28589,20096,-41427,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,17.1677764,26.98943662
"3903 Fremont Drive, Verona, WI",53593,1,615000,NA,4240.138889,4902.316864,5,3745,2002,3.5,38231,25525,-54791,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,10.4542406,12.08686822
"9525 Wild Prairie Trail, Madison, WI",53593,1,474900,NA,3241.666667,3774.598188,4,2827,2019,3.5,29522,20622,-42720,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,10.48455969,12.20822622
"3840 Caribou Road, Verona, WI",53593,1,735000,NA,3303.222222,6155.256692,4,4824,2001,4.5,45690,29725,-65130,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,9.950844142,18.54250059
"415 Sugar Maple Lane, Verona, WI",53593,1,464900,NA,3352.777778,3291.722557,4,2416,2014,2.5,28900,20272,-41858,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,11.76942042,11.55509528
"8904 Pine Hollow Place, Verona, WI",53593,1,439900,NA,2227.916667,2473.256442,3,2163,2018,2.5,27346,19396,-39704,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,14.82188936,16.4540864
"7591 Bell Vine Court, Verona, WI",53593,1,624900,NA,2544.083333,3518.672291,3,2688,2016,2.5,38846,25872,-55644,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,14.79961636,20.4690622
"969 Pollow, Verona, WI",53593,1,539900,NA,1420,2315.944986,3,2328,2019,2.5,33562,22896,-48320,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,19.42691512,31.6842723
"9419 Old Orchard Trail, Verona, WI",53593,1,419900,NA,3434.444444,3833.657933,4,2795,2013,2.5,26103,18696,-37981,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,9.127487971,10.18845034
"3959 Weatherwood Trail, Verona, WI",53593,1,589900,NA,3303.222222,4019.290751,4,3150,1993,3.5,36671,24647,-52629,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,12.23059897,14.88193347
"9329 Silverstone Lane, Verona, WI",53593,1,499900,NA,3180.555556,3310.540564,4,2711,2014,3,31076,21496,-44874,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,12.58354414,13.09781659
"9049 Bentley Green, Verona, WI",53593,1,469900,NA,2227.916667,3246.220545,3,2839,2010,3,29211,20446,-42289,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,12.06274583,17.57621096
"410 New Age Circle #204, Verona, WI",53593,1,185000,NA,1090.694444,1333.822249,2,1364,2004,2,11500,10475,-17740,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,11.55826173,14.13472558
"9077 Paddington Parkway, Verona, WI",53593,1,519900,NA,2311.25,3443.761782,3,2916,2019,2.5,32319,22196,-46597,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,12.58071921,18.74526771
"2 Greenside Circle, Verona, WI",53593,1,679900,NA,2970.555556,3775.632349,4,3302,2019,3.5,42265,27797,-60383,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,15.00631632,19.07331214
"10312 Shady Birch Trail, Verona, WI",53593,1,414900,NA,3352.777778,3000.154416,4,2202,2019,2.5,25792,18522,-37550,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,11.52440681,10.31234466
"10211 Watts Road, Verona, WI",53593,1,349900,NA,2476.25,2411.338509,3,1718,2019,2,21751,16247,-31949,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,12.09217753,11.77519771
"3875 Cardinal Point Trail, Verona, WI",53593,1,625000,NA,4240.138889,5597.411725,5,4276,2002,3,38852,25875,-55652,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,9.304895886,12.28340267
"363 Blackburn Bay Drive, Verona, WI",53593,1,494900,NA,2163.055556,2398.391988,4,2404,2019,2.5,30765,21322,-44443,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,17.19554888,19.06639271
"7786 Betsy Lane, Verona, WI",53593,1,600000,NA,3303.222222,5461.131559,4,4280,2002,4,37298,25000,-53498,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,9.1556117,15.13673517
"9727 Gilded Cider Boulevard, Fitchburg, WI",53593,1,334900,NA,2575.833333,2259.046374,3,1647,2019,2.5,20819,15722,-30657,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,12.35403295,10.83468133
"9412 Ashworth Drive, Verona, WI",53593,1,589000,NA,3180.555556,4204.423151,4,3443,2015,3,36615,24615,-52551,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,11.67421346,15.43231441
"540 Enterprise Drive, Verona, WI",53593,1,199750,NA,1423.333333,1526.172473,2,1519,1998,2.5,12417,10991,-19011,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,10.90691493,11.69496487
"102 Prairie Heights Drive #304, Verona, WI",53593,1,170000,NA,1081.527778,1180.240317,2,1183,2002,2,10568,9950,-16448,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,12.00320517,13.09875433
"13 Cedarberry Circle, Verona, WI",53593,1,429900,NA,2575.833333,3946.130187,3,2877,2011,3.5,26724,19046,-38842,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,9.078514469,13.90812035
"1209 Tamarack Way, Verona, WI",53593,1,448500,NA,3904.166667,4175.385433,5,3900,2003,3.5,27881,19698,-40445,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,8.951269433,9.573105656
"442 E Chapel Royal Drive, Verona, WI",53593,1,349900,NA,1622.291667,1487.521819,3,1491,2019,2.5,21751,16247,-31949,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,19.60195337,17.97354565
"3453 Mound View Road, Verona, WI",53593,1,437500,NA,2476.25,4273.013987,3,3172,1994,2,27197,19312,-39497,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,8.532228878,14.72320377
"910 Castle Stone Pass, Verona, WI",53593,1,494900,NA,2227.916667,3334.265272,3,2916,2019,2.5,30765,21322,-44443,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,12.36904184,18.51131476
"928 Hillside Way, Verona, WI",53593,1,525000,NA,1893.333333,3660.943963,4,3680,2004,3.5,32636,22375,-47036,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,11.95046972,23.10739437
"418 E Chapel Royal Drive, Verona, WI",53593,1,349900,NA,1622.291667,1651.139243,3,1655,2019,2.5,21751,16247,-31949,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,17.65952415,17.97354565
"1801 Maplecrest Drive, Verona, WI",53593,1,545000,NA,2869.444444,4714.329033,4,4278,2003,3.5,33879,23075,-48759,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,9.633749862,15.82768635
"26 Hawks Landing Circle, Verona, WI",53593,1,520000,NA,2385.416667,4046.894663,3,3314,2002,3,32325,22200,-46605,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,10.70779868,18.16593886
"914 Castle Stone Pass, Verona, WI",53593,1,499900,NA,2227.916667,3113.581734,3,2723,2019,2.5,31076,21496,-44874,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,13.37955348,18.69833552
"1825 Opus Lane #202, Verona, WI",53593,1,377900,NA,2210.416667,1880.877814,3,1707,2017,2,23492,17226,-34362,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,16.74306881,14.24693685
"3963 Caribou Road, Verona, WI",53593,1,2250000,NA,4129.027778,12771.13686,5,10009,2007,6.5,139869,82750,-195669,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,14.68154339,45.41020552
"3160 County Road J, Verona, WI",53593,2,649900,NA,4513.75,9870.833456,6,7536,1993,5,40400,26747,-57798,1.9,4.2,11.6,3.2,87.9,4,5.6,3.9,45.6,inf,5.486703182,11.99852303
"3759 Bay Laurel Lane, Verona, WI",53593,1,599900,NA,2544.083333,3336.717139,3,2549,2019,2.5,37292,24997,-53490,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,14.98229085,19.65016869
"463 Shandy Street, Verona, WI",53593,1,474900,NA,1420,1822.513408,3,1832,2019,2,29522,20622,-42720,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,21.71451789,27.86971831
"1605 Hidden Hill Drive, Verona, WI",53593,1,699000,NA,2431.25,6295.447632,3,4715,2002,4,43453,28465,-62029,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,9.252717742,23.95886889
"2704 Turnstone Circle, Fitchburg, WI",53593,1,425000,NA,1989.75,1978.956648,3,2000,2017,2.5,26420,18875,-38420,4,14.2,11.7,4.4,82,4.8,2.2,4.2,38.9,inf,17.89663594,17.79955606
"7877 Schaller Road, Verona, WI",53593,1,799900,NA,2017.5,4115.825706,4,4189,1996,4.5,49725,31997,-70723,0.2,3.2,8.5,3.7,88,5.1,3.3,4.9,42.8,inf,16.19561616,33.04006609
"3871 Caribou Road, Verona, WI",53593,1,1225000,NA,4129.027778,9519.977235,5,7461,2001,6,76151,46875,-107351,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,10.72306486,24.72333412
"3567 Sabaka Trail, Verona, WI",53593,1,649900,NA,2460.416667,6260.934858,3,4704,2010,4.5,40400,26747,-57798,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,8.650199142,22.01185436
"24 Windy Court #1810, Verona, WI",53593,1,499900,NA,2385.416667,4666.018258,3,3821,2005,3,31076,21496,-44874,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,8.928026217,17.46375546
"2 Rustling Birch Court, Madison, WI",53593,1,479900,NA,3352.777778,3784.935953,4,2778,2016,3,29832,20796,-43150,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,10.56600882,11.92792046
"708 Gingergrass Way, Madison, WI",53593,1,434900,NA,3163.055556,2850.356098,4,2211,2019,2.5,27035,19222,-39273,1.9,4.2,11.6,3.2,87.9,4,5.6,3.9,45.6,inf,12.7147856,11.45780276
"9075 Paddington Parkway, Verona, WI",53593,1,529900,NA,2227.916667,3334.265272,3,2916,2019,2.5,32941,22546,-47459,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,13.24379728,19.82046007
"485 Shandy Street, Verona, WI",53593,1,484900,NA,1893.333333,2405.478941,4,2418,2019,2.5,30143,20972,-43581,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,16.79845649,21.34242958
"9510 Wild Prairie Trail, Verona, WI",53593,1,424900,NA,2575.833333,2394.836047,3,1746,2019,2,26413,18872,-38411,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,14.78528494,13.7463604
"297 Canterbury Pass, Verona, WI",53593,1,390000,NA,2163.055556,2342.522623,4,2348,2014,3.5,24244,17650,-35404,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,13.87393218,15.02504174
"464 Blackburn Bay Drive, Verona, WI",53593,1,364900,NA,1622.291667,1478.542814,3,1482,2019,2,22684,16772,-33242,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,20.56642056,18.74406061
"419 Windy Peak Road, Verona, WI",53593,1,452900,NA,3352.777778,3269.92307,4,2400,2019,2.5,28154,19852,-40824,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,11.54206563,11.25683513
"8910 Pine Hollow Place, Verona, WI",53593,1,457000,NA,2227.916667,2681.362162,3,2345,2016,2.5,28409,19995,-41177,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,14.20298007,17.0936974
"3764 Silverbell Road, Verona, WI",53593,1,599900,NA,3392.111111,3708.481622,4,2833,2019,2.5,37292,24997,-53490,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,13.48035982,14.73762652
"2933 Windswept Way, Verona, WI",53593,1,1490000,NA,4097.916667,6671.345738,5,5645,2000,4.5,92624,56150,-130184,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,18.61193701,30.29994916
"452 Blackburn Bay Drive, Verona, WI",53593,1,392900,NA,1622.291667,1875.614366,3,1880,2019,2.5,24424,17752,-35654,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,17.45650239,20.18235521
"8283 N Riley Road, Verona, WI",53593,1,885000,NA,4513.75,5843.124741,6,4461,1965,6,55015,34975,-78055,1.9,4.2,11.6,3.2,87.9,4,5.6,3.9,45.6,inf,12.62167133,16.33896428
"451 Blackburn Bay Drive, Verona, WI",53593,1,414900,NA,2163.055556,2081.133813,4,2086,2019,2.5,25792,18522,-37550,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,16.61354007,15.98433286
"464 E Chapel Royal Drive, Verona, WI",53593,1,386900,NA,1622.291667,1568.332864,3,1572,2019,2,24051,17542,-35137,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,20.55792327,19.87414922
"8939 Pine Hollow Place, Verona, WI",53593,1,454900,NA,2227.916667,3107.864544,3,2718,2016,3,28278,19922,-40996,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,12.19755005,17.01514868
"3721 Sequoia Trail, Verona, WI",53593,1,665000,NA,5029.166667,7979.974758,6,5857,1981,5.5,41339,27275,-59099,6.2,7.2,14.3,3,93,4.9,1.3,1.3,42,inf,6.944466411,11.01905551
"555 Mahogany Way, Verona, WI",53593,1,319900,NA,2141.25,2129.591787,3,2100,1985,3,19886,15197,-29364,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,12.51804853,12.44989298
"1899 Kelly Hill Road, Verona, WI",53593,1,349500,NA,1618.125,2179.785739,3,2184,1971,2.5,21726,16233,-31914,1.9,4.2,11.6,3.2,87.9,4,5.6,3.9,45.6,inf,13.36140497,17.9992275
"721 Overlook Run, Verona, WI",53593,1,365000,NA,2227.916667,2800.279716,3,2449,2009,3.5,22690,16775,-33250,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,10.86201014,13.65251543
"912 Castle Stone Pass, Verona, WI",53593,1,499900,NA,2227.916667,3347.986529,3,2928,2019,2.5,31076,21496,-44874,1.9,10.7,26.4,1.1,83.8,5.6,4,0.6,35.9,inf,12.44280196,18.69833552
"2014 Range Trail, Verona, WI",53593,1,599000,NA,1622.291667,3529.746611,3,3538,2003,3.5,37236,24965,-53412,5.7,19.4,28.9,1.3,81.9,7.9,5.4,2.4,37.5,inf,14.14171389,30.76923077
"10215 Watts Road, Verona, WI",53593,1,349900,NA,2476.25,2404.320644,3,1713,2019,2,21751,16247,-31949,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,12.12747285,11.77519771
"1703 Suwannee Circle, Waunakee, WI",53597,1,484900,NA,2326.111111,2988.919344,4,3201,1995,3.5,30143,20972,-43581,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,13.51937897,17.37162646
"402 E Verleen Avenue, Waunakee, WI",53597,1,249900,NA,1685.625,1873.045031,3,1778,1972,1.5,15535,12746,-23333,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,11.11825912,12.35446793
"2519 Genevieve Way, Waunakee, WI",53597,1,674700,NA,2970.138889,3929.192251,5,3944,2017,3.5,41942,27615,-59935,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,14.30955688,18.93009119
"519 Rupert Road, Waunakee, WI",53597,1,349900,NA,1782.083333,2351.139379,3,2360,1988,2.5,21751,16247,-31949,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,12.40178851,16.36193594
"1706 Ashford Lane, Waunakee, WI",53597,1,599900,NA,2342.777778,3870.639868,4,3918,2008,3,37292,24997,-53490,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,12.91560785,21.33862936
"702 Pleasant Valley Parkway, Waunakee, WI",53597,1,489900,NA,3031.597222,3774.558763,5,3721,2006,3.5,30454,21146,-44012,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,10.81583373,13.46649868
"6069 Wipperfurth Road, Waunakee, WI",53597,1,399900,NA,2425.277778,3150.70667,4,3106,1900,2.5,24859,17996,-36257,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,10.57699224,13.74069408
"911 Pebblebrook Drive, Waunakee, WI",53597,1,435900,NA,2425.277778,3057.382454,4,3014,2005,2.5,27097,19256,-39359,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,11.88107819,14.97766579
"4844 Crystal Downs Way, Middleton, WI",53597,1,799900,NA,2970.138889,3900.301131,5,3915,2019,4.5,49725,31997,-70723,3.2,8.5,-0.3,6.2,81.1,7.2,4.6,3.5,42.4,inf,17.09056073,22.44283376
"2308 Malone Street, Waunakee, WI",53597,1,699000,NA,2928.472222,3914.108003,5,3962,2017,3.5,43453,28465,-62029,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,14.88206252,19.89091771
"850 Walter Run, Waunakee, WI",53597,1,525000,NA,2425.277778,3444.880828,4,3396,2013,3,32636,22375,-47036,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,12.70000391,18.03917077
"914 Lochmoore Drive, Waunakee, WI",53597,1,399900,NA,2425.277778,3126.361223,4,3082,2002,3.5,24859,17996,-36257,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,10.65935688,13.74069408
"5647 Cobblestone Lane, Waunakee, WI",53597,1,849900,NA,2980.555556,5242.237522,5,5585,2001,5.5,52833,33746,-75031,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,13.5104523,23.76234856
"809 Victor Lane, Waunakee, WI",53597,1,675000,NA,3031.597222,4605.347161,5,4540,2019,4,41961,27625,-59961,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,12.21406292,18.55457565
"1111 N Division Street, Waunakee, WI",53597,1,484900,NA,1685.625,1738.202644,3,1650,2019,2,30143,20972,-43581,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,23.24719357,23.97231492
"5156 Reynolds Avenue, Waunakee, WI",53597,1,999900,NA,2188.333333,2209.980468,3,2140,2016,2,62158,38996,-87956,1.7,7,9.8,4.7,81.3,6.4,4.5,4.2,40.3,inf,37.70395314,38.07692308
"1012 Waterford Lane, Waunakee, WI",53597,1,599900,NA,2376.111111,3905.282359,4,3920,2017,3.5,37292,24997,-53490,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,12.80103769,21.03927987
"6156 Winding Heights Road, Waunakee, WI",53597,1,490000,NA,1818.958333,2085.59334,3,2056,1974,3,30460,21150,-44020,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,19.5787609,22.44874585
"1967 Circle High, Cottage Grove, WI",53527,1,525000,NA,2366.388889,3340.447791,4,3604,2018,3.5,32636,22375,-47036,2.2,5.4,6.5,4.7,90.2,3.9,3.9,6.9,48.4,inf,13.09704648,18.48808546
"414 Grandview Drive, Waunakee, WI",53597,1,519900,NA,1818.958333,2651.624995,3,2614,2019,3,32319,22196,-46597,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,16.33903741,23.81857748
"1704 Ashford Lane, Waunakee, WI",53597,1,739000,NA,2928.472222,4743.954223,5,4802,2007,3.5,45939,29865,-65475,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,12.98143499,21.02916765
"5015 Gilkeson Road, Waunakee, WI",53597,1,689000,NA,2538.888889,4796.526897,4,4531,2006,4.5,42831,28115,-61167,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,11.97046694,22.61487965
"702 Raymond Road, Waunakee, WI",53597,1,379900,NA,2376.111111,2662.964221,4,2673,1989,3,23616,17296,-34534,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,11.88838103,13.3235913
"1416 Shenandoah Drive, Waunakee, WI",53597,1,619900,NA,2928.472222,4193.687146,5,4245,2009,3.5,38535,25697,-55213,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,12.31811805,17.64002846
"702 N Meadowbrook Lane, Waunakee, WI",53597,1,399900,NA,3031.597222,3051.296093,5,3008,2005,3,24859,17996,-36257,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,10.9215884,10.99255526
"609 Worthington Way, Waunakee, WI",53597,1,364900,NA,2247.5,2648.388756,4,2514,1996,3.5,22684,16772,-33242,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,11.48182391,13.52984798
"5631 Tall Oaks Road, Waunakee, WI",53597,1,349900,NA,1875.833333,2959.387099,3,3035,1977,2,21751,16247,-31949,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,9.852828428,15.54420258
"1416 Spahn Drive, Waunakee, WI",53597,1,470000,NA,2376.111111,2958.849134,4,2970,2005,3.5,29217,20450,-42297,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,13.23712866,16.48351648
"1112 N Division Street, Waunakee, WI",53597,1,499900,NA,2247.5,3272.034795,4,3106,2015,2,31076,21496,-44874,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,12.73162908,18.53540971
"2417 Kilarney Way, Waunakee, WI",53597,1,559900,NA,1782.083333,2217.642482,3,2226,2019,2,34806,23597,-50044,3.2,8.5,-0.3,6.2,81.1,7.2,4.6,3.5,42.4,inf,21.03961017,26.1819032
"5022 Sawgrass Terrace, Waunakee, WI",53597,1,449900,NA,2305,3082.564671,3,2188,2015,2.5,27968,19746,-40566,1.7,7,9.8,4.7,81.3,6.4,4.5,4.2,40.3,inf,12.16249152,16.26536515
"305 Simon Crestway, Waunakee, WI",53597,1,299900,NA,2376.111111,2104.070495,4,2112,1977,3,18643,14497,-27641,3.2,8.5,-0.3,6.2,81.1,7.2,4.6,3.5,42.4,inf,11.8777706,10.51788637
"232 Sugar Maple Lane, Verona, WI",53593,1,389900,NA,3352.777778,2840.745667,4,2085,2016,2.5,24238,17646,-35396,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,11.43772463,9.690969345
"104 Kensington Lane, Waunakee, WI",53597,1,329000,NA,1782.083333,2257.492302,3,2266,1972,2,20452,15515,-30148,3.2,8.5,-0.3,6.2,81.1,7.2,4.6,3.5,42.4,inf,12.14474425,15.38461538
"1517 Shenandoah Drive, Waunakee, WI",53597,1,599900,NA,2928.472222,4402.136613,5,4456,2004,3.5,37292,24997,-53490,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,11.35622791,17.07090349
"N7713 Toppe Road, Waterloo, WI",53594,1,515000,NA,1696.041667,2305.756281,3,2579,1997,2,32014,22025,-46174,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,18.61283737,25.30401671
"172 Mill Street, Waterloo, WI",53594,1,184900,NA,1453.333333,1634.083348,3,1799,1900,1.5,11494,10472,-17732,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,9.429343584,10.60206422
"N7421 Mulderink Lane, Waterloo, WI",53594,1,469000,NA,2826.736111,3831.900512,5,4286,2003,3,29155,20415,-42211,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,10.19946452,13.82631126
"N6912 Kuhl Road, Waterloo, WI",53594,1,849900,NA,2261.388889,3057.652765,4,3420,2004,3.5,52833,33746,-75031,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,23.16319263,31.31924825
"W8889 Stoney Brook Road, Waterloo, WI",53594,1,750000,NA,2860.069444,4507.652828,5,4925,2007,3.5,46623,30250,-66423,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,13.86530915,21.85261624
"825 E Madison Street, Waterloo, WI",53594,1,132500,NA,1453.333333,1089.994451,3,1200,1900,1,8237,8638,-13217,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,10.13002099,7.597477064
"100 Mckay Way, Waterloo, WI",53594,1,399000,NA,1937.777778,3182.783797,4,3504,2016,3,24803,17965,-36179,NA,NA,NA,NA,NA,NA,NA,NA,NA,inf,10.4468296,17.15883028
"5855 Cobblestone Lane, Waunakee, WI",53597,1,1199900,NA,2301.111111,5187.206945,4,5050,2012,3.5,74591,45997,-105189,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,19.27659099,43.45364558
"L4 Harbort Road, Westport, WI",53597,1,750000,NA,3647.222222,2268.844433,5,2197,1969,3,46623,30250,-66423,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,27.54706276,17.13632902
"2102 Kilkenny Trail, Waunakee, WI",53597,1,825000,NA,2384.444444,4664.981286,4,4970,2010,4.5,51285,32875,-72885,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,14.73746534,28.83271202
"803 Ronald Overlook, Waunakee, WI",53597,1,719000,NA,3031.597222,4116.409423,5,4058,2019,3.5,44696,29165,-63752,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,14.55556542,19.7640591
"711 Westbridge Trail, Waunakee, WI",53597,1,729000,NA,3031.597222,4309.144216,5,4248,2019,4.5,45318,29515,-64614,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,14.09792686,20.0389417
"813 Ronald Overlook, Waunakee, WI",53597,1,575000,NA,3031.597222,3232.872556,5,3187,2019,3.5,35744,24125,-51344,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,14.82169985,15.80574963
"1022 Galway Avenue, Waunakee, WI",53597,1,759000,NA,2970.138889,4196.186045,5,4212,2019,3.5,47182,30565,-67198,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,15.07321156,21.29530044
"1205 Lathrop Lane, Waunakee, WI",53597,1,500000,NA,2384.444444,3692.562652,4,3934,2004,3.5,31082,21500,-44882,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,11.28394305,17.47437092
"5830 Eagle Prairie Court, Westport, WI",53597,1,669000,NA,2376.25,2624.879808,3,2060,2018,2.5,41588,27415,-59444,1.7,7,9.8,4.7,81.3,6.4,4.5,4.2,40.3,inf,21.23906772,23.46133614
"5837 Holstein Court, Westport, WI",53597,1,709900,NA,2376.25,2903.932564,3,2279,2018,2.5,44130,28847,-62968,1.7,7,9.8,4.7,81.3,6.4,4.5,4.2,40.3,inf,20.37179998,24.89566895
"1001 Franconia Court, Waunakee, WI",53597,1,494500,NA,3576.666667,3220.432755,6,3431,2002,3.5,30740,21308,-44408,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,12.79589933,11.52143523
"511 Ridge Top Drive, Waunakee, WI",53597,1,589900,NA,2247.5,3530.131551,4,3351,2019,3.5,36671,24647,-52629,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,13.92535451,21.87245087
